Name;Price;Km;Etat;Date;Carburant;Note;Number of reviews;"Accoudoir

";Assistant de démarrage en côte;"Capteurs d'aide au stationnement arrière
";Capteurs d'aide au stationnement avant;Climatisation;Climatisation automatique;Détecteur de lumière;Détecteur de pluie; Régulateur de vitesse; Rétroviseurs latéraux électriques; Sièges électriques;Start/Stop automatique;Système de navigation;Vitres électriques;Volant en cuir;Volant multifonctions
Toyota Corolla 122h - Dynamic;EUR 20 000,-;49 799 km;Occasion;06/2019;Électrique/Essence;3.5;-18;;;;;;;;;;;;;;;;
Toyota Highlander V6 LIMITED 7 places;EUR 24 970,-;221 800 km;Occasion;12/2007;Électrique;5.0;-4;False;True;False;False;False;False;False;False;True;True;False;False;False;True;True;False
Toyota Land Cruiser 3P D4D 190 BVA LOUNGE;EUR 24 980,-;245 000 km;Occasion;09/2012;Diesel;3.5;-3;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;True
Toyota Land Cruiser HZJ 78 Rallye / Raid;EUR 44 500,-;86 500 km;Occasion, Historique entretien;04/2006;Diesel;5.0;-2;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False
Toyota Hilux X-TRA D-4D 204 BVA INVINCIBLE;EUR 45 480,-;20 km;Neuf;-;Diesel;3.5;-3;False;False;False;True;True;True;False;False;True;False;False;False;False;False;False;False
Toyota Hilux X-TRA D-4D 204 BVA INVINCIBLE;EUR 45 980,-;20 km;Neuf;-;Diesel;3.5;-3;False;False;False;True;True;True;False;False;True;False;False;False;False;False;False;False
Toyota Hilux X-TRA D-4D 204 BVA INVINCIBLE;EUR 45 980,-;20 km;Neuf;-;Diesel;3.5;-3;False;False;False;True;True;True;False;False;True;False;False;False;False;False;False;False
Toyota Land Cruiser 4.5 V8 D-4D 272CH FAP LOUNGE 5 PLACES;EUR 54 890,-;148 000 km;Occasion;12/2012;Diesel (Filtre à particules);3.5;-9;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;False
Toyota Supra GR 3.0 340 PREMIUM FRANCAISE;EUR 59 980,-;9 900 km;Occasion;10/2019;Essence;3.5;-3;False;False;False;True;True;True;False;False;True;False;False;False;True;False;False;False
Toyota Tundra CREWMAX SR5;EUR 79 970,-;50 km;Occasion;07/2021;Essence;5.0;-4;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False
Toyota Starlet 10BENZ - OLDTIMER, 1EIGENAAR, BLANCO KEURING;EUR 900,-;94 338 km;"Occasion



















Car-Pass


En cliquant sur ce logo, vous accéderez au rapport officiel de Car-Pass contenant l’historique kilométrique, du taux CO₂ , de la norme de pollution et si le véhicule doit encore subir un contrôle après accident. Plus dinfo sur car-pass.be.";N/A;Essence;N/A;0;;;;;;;;;;;;;;;;
Toyota Avensis 2.0 D4-D Linea Sol;EUR 1 200,-;350 000 km;Occasion;06/2001;Diesel;N/A;0;True;False;False;False;True;True;False;False;False;True;False;False;False;True;True;True
Toyota Yaris 1.0 68CH 3P;EUR 1 450,-;168 000 km;Occasion;05/1999;Essence;3.0;-4;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
Toyota Carina Automatique Oldtimer - prix marchand à empoter;EUR 1 450,-;198 315 km;Occasion;07/1986;Essence;N/A;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Toyota Yaris 1.4 Turbo D4D Linea Luna;EUR 1 500,-;204 481 km;Occasion;03/2003;Diesel;4.0;-7;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Toyota Avensis;EUR 1 500,-;180 000 km;Occasion;01/2001;Essence;3.0;-18;;;;;;;;;;;;;;;;
Toyota Corolla Verso 90 D-4D Linea Sol;EUR 1 500,-;398 900 km;Occasion;10/2002;Diesel;N/A;0;True;False;False;False;True;True;False;False;False;True;False;False;False;True;True;True
Toyota RAV 4 150 VVT-I VX 3P;EUR 1 590,-;333 239 km;Occasion;03/2001;Essence;N/A;0;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
Toyota Yaris 1.0i Linea Luna;EUR 1 600,-;145 000 km;Occasion;04/2002;Essence;N/A;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Toyota Aygo 1.0 VVT-i;EUR 1 600,-;165 255 km;Occasion;11/2006;Essence;N/A;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Toyota Aygo 1.4 D Confort;EUR 1 600,-;250 000 km;Occasion;01/2008;Diesel;N/A;0;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False
Toyota Yaris 1.3i VVT-i 16v Blue Line;EUR 1 700,-;204 777 km;Occasion;03/2005;Essence;4.0;-7;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True
Toyota Avensis;EUR 1 800,-;180 000 km;Occasion;01/2002;Essence;3.0;-18;;;;;;;;;;;;;;;;
Toyota Avensis 202D4D 116CH 7PLACES;EUR 1 890,-;295 376 km;Occasion;06/2003;Diesel;4.0;-3;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False
Toyota Avensis 2.0i D4 Linea Sol;EUR 1 950,-;140 000 km;Occasion;09/2001;Essence;N/A;0;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False
Toyota Yaris;EUR 1 950,-;154 000 km;Occasion;01/2001;Essence;3.0;-18;;;;;;;;;;;;;;;;
Toyota Carina Liftback 2.0i GLi;EUR 1 950,-;89 800 km;Occasion;09/1989;Essence;N/A;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Toyota Carina Liftback 2.0i GLi;EUR 1 950,-;89 800 km;Occasion;09/1989;Essence;N/A;0;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False
Toyota Yaris 100 VVT-Confort 3p;EUR 2 200,-;100 000 km;Occasion;06/2005;Essence;2.5;-2;;;;;;;;;;;;;;;;
Toyota Corolla;EUR 2 250,-;178 500 km;Occasion;01/2000;Diesel;3.0;-18;;;;;;;;;;;;;;;;
Toyota Yaris 1.4 Turbo D4D Blue;EUR 2 300,-;194 722 km;Occasion;10/2004;Diesel;4.0;-7;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;True
Toyota Yaris 1.4 Turbo D4D 5portes Airco;EUR 2 300,-;236 726 km;Occasion;09/2003;Diesel;4.0;-7;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False
Toyota Yaris;EUR 2 350,-;250 000 km;Occasion, Historique entretien;10/2004;Essence;N/A;0;True;False;False;False;True;False;False;False;True;True;False;False;False;True;True;True
Toyota RAV 4 115 D-4D;EUR 2 400,-;240 000 km;Occasion;09/2004;Diesel;N/A;0;False;False;False;False;True;False;False;False;False;True;False;False;False;True;True;True
Toyota Verso 115 D-4D SOL 7 PLACES;EUR 2 490,-;280 000 km;Occasion;09/2005;Diesel;3.0;-7;False;False;False;False;True;False;False;False;True;False;False;False;False;True;False;True
Toyota Yaris 1.0 65ch Luna 3p;EUR 2 500,-;175 016 km;Occasion;07/2001;Essence;N/A;0;;;;;;;;;;;;;;;;
Toyota Corolla 100 VVT-i Linea Terra;EUR 2 650,-;267 307 km;Occasion;12/2003;Essence;N/A;0;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False
Toyota Aygo 1.0 VVT-i Essence 68cv / Moteur à chaine;EUR 2 790,-;145 000 km;Occasion;12/2007;Essence;N/A;0;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
Toyota Yaris 1.4 - 90 D-4D Lounge;EUR 2 800,-;210 000 km;Occasion, Historique entretien;02/2009;Diesel;N/A;0;False;False;True;False;True;True;False;False;False;True;False;False;False;True;True;True
Toyota Yaris 75 D-4D LUNA 5P;EUR 2 990,-;231 000 km;Occasion;07/2005;Diesel;5.0;-3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Toyota Yaris 1.4 - 90 D-4D Luna;EUR 2 990,-;217 000 km;Occasion;03/2007;Diesel;N/A;0;False;False;False;False;True;False;False;False;False;True;False;False;False;True;True;True
Toyota Aygo 1.0 VVT-i Sport;EUR 2 990,-;277 870 km;Occasion;07/2008;Essence;N/A;0;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False
Toyota Aygo 1.0 VVT ESSENCE;EUR 2 990,-;133 000 km;Occasion;06/2009;Essence;3.0;-7;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Toyota Corolla;EUR 3 000,-;165 780 km;Occasion;01/2000;Diesel;3.0;-18;;;;;;;;;;;;;;;;
Toyota Corolla;EUR 3 000,-;130 500 km;Occasion;01/2001;Diesel;3.0;-18;;;;;;;;;;;;;;;;
Toyota Corolla;EUR 3 000,-;154 000 km;Occasion;01/2001;Diesel;3.0;-18;;;;;;;;;;;;;;;;
Toyota Aygo 1.4 D Confort;EUR 3 000,-;150 000 km;Occasion;07/2009;Diesel;N/A;0;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False
Toyota Yaris 1.3 - 87 VVT-i Luna;EUR 3 000,-;149 000 km;Occasion;04/2007;Essence;N/A;0;False;False;False;False;True;False;False;False;False;True;False;False;False;True;True;True
Toyota Corolla Verso MC 136 D-4D 5pl FAP Limited Edition;EUR 3 000,-;250 000 km;Occasion;10/2008;Diesel;N/A;0;False;False;True;True;False;False;False;False;True;True;False;False;False;False;False;False
Toyota Aygo 1.4 D Les Bleus;EUR 3 000,-;140 040 km;Occasion;08/2006;Diesel;N/A;0;;;;;;;;;;;;;;;;
Toyota Yaris 1.3i Linea Sol A;EUR 3 100,-;121 279 km;Occasion;02/2001;Essence;N/A;0;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
Toyota Sienna;EUR 3 300,-;10 km;Occasion;01/2004;Essence;3.0;-18;;;;;;;;;;;;;;;;
Toyota Corolla 2.0 D Linea Luna;EUR 3 300,-;104 495 km;Occasion;07/1998;Diesel;3.0;-1;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
Toyota Corolla Verso 90 D-4D SOL;EUR 3 480,-;279 000 km;Occasion;02/2004;Diesel;N/A;0;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False
Toyota Corolla 120 FAB. GB 2.0 D4-D 116 CV;EUR 3 490,-;155 313 km;Occasion;05/2006;Diesel;4.0;-3;True;False;False;False;False;False;True;True;True;False;False;False;False;False;False;True
Toyota Aygo 1.0 VVT-I 68CH UP EURO5 3P Payer en 4 Fois;EUR 3 490,-;130 000 km;Occasion;08/2011;Essence;3.5;-6;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Toyota Yaris 1.0i 65chvx Wanadoo;EUR 3 499,-;115 544 km;Occasion;04/2004;Essence;N/A;0;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False
Toyota Auris 1.4 D-4D Edge+AIRCO+CARNET FULL TOYOTA+CONTROL OK;EUR 3 500,-;233 000 km;Occasion;01/2009;Diesel;4.0;-1;False;False;False;False;True;False;False;False;False;True;False;False;False;True;True;False
Toyota Yaris 1.0i Linea Terra;EUR 3 500,-;119 007 km;Occasion;06/2001;Essence;N/A;0;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
Toyota Sienna;EUR 3 500,-;170 000 km;Occasion;01/2006;Essence;3.0;-18;;;;;;;;;;;;;;;;
Toyota Auris 177 D-4D Clean Power;EUR 3 500,-;212 000 km;Occasion;09/2007;Diesel;3.0;-7;;;;;;;;;;;;;;;;
Toyota Aygo KIT ETHANOL POS 1.0 VVT-I 68CH CONFORT 3P;EUR 3 500,-;105 000 km;Occasion;06/2009;Essence;N/A;0;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
Toyota Aygo 1.0 vvt-i confort;EUR 3 500,-;- km;Neuf;-;N/A;4.5;-3;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False
Toyota Yaris 1.4 - 90 d-4d multimedia;EUR 3 500,-;- km;Neuf;-;N/A;3.0;-3;False;False;False;False;True;True;False;False;False;True;False;False;True;True;False;False
Toyota Corolla Verso 115 D-4D SOL 7 PLACES;EUR 3 690,-;217 000 km;Occasion;01/2005;Diesel;5.0;-3;False;False;False;False;True;True;False;True;True;True;False;False;False;False;False;False
Toyota Yaris 1.3 - 87 VVT-i Limited Edition MultiMode;EUR 3 700,-;99 000 km;Occasion;04/2009;Essence;N/A;0;False;False;True;False;True;False;False;False;False;True;False;False;False;True;True;True
Toyota Aygo 1.0 VVT-i;EUR 3 750,-;110 000 km;Occasion;09/2009;Essence;N/A;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Toyota Aygo MC Active;EUR 3 750,-;115 000 km;Occasion;04/2013;Essence;3.5;-2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Toyota Aygo 1.0 VVT-i Les Bleus;EUR 3 790,-;120 800 km;Occasion;05/2008;Essence;N/A;0;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False
Toyota Corolla Verso 115 D-4D SOL 5 PLACES;EUR 3 790,-;213 000 km;Occasion;12/2004;Diesel;5.0;-3;False;False;False;False;True;True;False;True;True;True;False;False;False;False;False;False
Toyota Avensis 130 VVT-i Linéa Sol;EUR 3 800,-;131 800 km;Occasion;04/2004;Essence;N/A;0;True;False;False;False;True;True;False;False;False;True;False;False;False;True;True;True
Toyota Yaris (2) 85 VVT-I SOL 3P;EUR 3 880,-;124 900 km;Occasion;07/2004;Essence;4.0;-32;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False
Toyota Aygo 1.0 VVT-i Confort;EUR 3 900,-;129 000 km;Occasion;02/2008;Essence;3.0;-2;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False
Toyota Yaris 1.4 - 90 D-4D Confort Pack;EUR 3 900,-;153 000 km;Occasion;07/2010;Diesel;N/A;0;False;False;False;False;True;True;False;False;False;True;False;False;False;True;True;False
Toyota Aygo 1.0 VVTI68 CONFORT;EUR 3 900,-;155 693 km;Occasion;04/2009;Essence;N/A;0;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;False
Toyota Celica 1.8 VVT-I 145Ch;EUR 3 900,-;220 200 km;Occasion;03/2003;Essence;4.0;-4;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False
Toyota Avensis MC 126 D-4D Linéa Sol;EUR 3 900,-;209 300 km;Occasion;03/2007;Diesel;N/A;0;True;False;False;False;True;True;False;False;True;True;False;False;False;True;True;True
Toyota Corolla;EUR 3 950,-;140 000 km;Occasion;01/2007;Essence;3.0;-18;;;;;;;;;;;;;;;;
Toyota Yaris 1.4 - 90 D-4D Confort;EUR 3 950,-;157 500 km;Occasion;04/2009;Diesel;N/A;0;False;False;False;False;True;False;False;False;False;True;False;False;False;True;True;False
Toyota Yaris 75 D-4D LUNA;EUR 3 990,-;162 000 km;Occasion;03/2003;Diesel;5.0;-3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Toyota Yaris 85 VVT-I SOL 3P;EUR 3 990,-;135 000 km;Occasion;07/2007;Essence;5.0;-3;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False
Toyota RAV 4 115 D-4D Limited Edition 3p 1ERE MAINS CARNET TOYO;EUR 3 990,-;233 500 km;Occasion;08/2005;Diesel;N/A;0;;;;;;;;;;;;;;;;
Toyota Yaris YARIS 1.3 I 99CH 3PORTE CLIM ALU;"EUR 4.499,-




Ce prix a ete en ligne pendant au moins 14 jours, avant detre reduit.




EUR 3 999,-";150 000 km;Occasion;03/2011;Essence;N/A;0;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False
Toyota Land Cruiser;EUR 4 000,-;244 000 km;Occasion;01/1997;Diesel (Filtre à particules);N/A;0;;;;;;;;;;;;;;;;
Toyota RAV 4 2.0 Turbo D4D 16v 4x4 S;EUR 4 100,-;144 000 km;Occasion;03/2005;Diesel;3.0;-18;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False
Toyota RAV 4 2.0 Turbo D4D 16v 4x4 S;EUR 4 200,-;154 000 km;Occasion;03/2005;Diesel;3.0;-18;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False
Toyota Aygo 1.4 D 54CH CONFORT 5P;EUR 4 200,-;173 900 km;Occasion;03/2009;Diesel;N/A;0;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False
Toyota Aygo 1.4 d confort;EUR 4 200,-;- km;Neuf;-;N/A;3.0;-3;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False
Toyota RAV 4 2.0 Turbo D4D 16v 4x4 S;EUR 4 300,-;154 444 km;Occasion;05/2005;Diesel;3.0;-18;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False
Toyota Prius 110h linea sol pack 2005;EUR 4 300,-;- km;Neuf;-;N/A;4.5;-3;False;False;False;False;True;True;False;False;True;True;False;False;True;True;False;False
Toyota Yaris 1.3 VVT-I 87CH 5P;EUR 4 390,-;123 793 km;Occasion;06/2006;Essence;5.0;-1;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;True
Toyota Aygo 1.0 VVT-i In;EUR 4 400,-;90 225 km;Occasion;11/2010;Essence;N/A;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Toyota Corolla;EUR 4 400,-;130 500 km;Occasion;01/2004;N/A;3.0;-18;;;;;;;;;;;;;;;;
Toyota Avensis AUTOMIK-ESSENCE-ONLY FOR EXPORT OUT OF EUROPE;EUR 4 450,-;170 677 km;Occasion;09/2004;Essence;N/A;0;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False
Toyota Avensis 150 D-4D Linéa Sol;EUR 4 490,-;160 000 km;Occasion, Historique entretien;01/2006;Diesel;4.0;-2;True;False;False;False;True;True;False;False;False;True;False;False;False;True;True;True
Alfa Romeo 156 Sportwagon 1.9 JTD - 115 Impression;EUR 1 490,-;252 000 km;Occasion;02/2004;Diesel;N/A;0;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False
Alfa Romeo MiTo 1.3 JTDM exclusive 85ch;EUR 6 980,-;100 000 km;Occasion, Historique entretien;01/2015;Diesel;5.0;-1;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;True
Alfa Romeo Giulietta 2.0 JTDm 150 ch S;EUR 8 000,-;160 000 km;Occasion;09/2015;Diesel;N/A;0;True;False;True;False;True;True;False;True;True;True;False;True;False;True;True;False
Alfa Romeo Spider 2.0 16V TS L;EUR 8 990,-;147 568 km;Occasion;06/2000;N/A;4.5;-6;False;False;False;False;True;True;False;False;False;True;False;False;False;True;True;False
Alfa Romeo Quadrifoglio 235 Quadrifoglio Verde Bioethanol;EUR 10 490,-;172 000 km;Occasion;05/2012;Essence;N/A;0;False;False;True;False;False;False;False;True;True;True;False;False;False;False;False;False
Alfa Romeo MiTo SERIE 3 MY18 1.4 MPI 78 Start & Stop Edizione;EUR 10 990,-;66 851 km;Occasion;08/2018;Essence;5.0;-2;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;False
Alfa Romeo Giulietta 1.4 TJet 120ch Stop\u0026Start;EUR 12 490,-;62 405 km;Occasion;11/2016;Essence;4.0;-4;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True
Alfa Romeo MiTo 1.3 JTDm 95ch Edizione Stop\u0026Start;EUR 13 990,-;18 507 km;Occasion;05/2018;Diesel;5.0;-1;False;True;True;False;True;False;False;False;True;True;False;True;False;True;True;True
Alfa Romeo Quadrifoglio 1.4 TB MultiAir 170ch QuadrifoglioVerde TCT S/S Ra;EUR 13 999,-;69 800 km;Occasion;09/2015;Essence;4.0;-4;True;True;True;False;False;False;False;False;False;False;False;True;False;False;False;True
Alfa Romeo Brera 3.2 V6 JTS Q4 Sky View;EUR 14 900,-;108 516 km;Occasion, Historique entretien;05/2006;Essence;5.0;-3;False;False;True;False;True;True;True;True;True;True;True;False;False;True;True;True
Alfa Romeo Giulietta 2.0 JTDm 150ch Lusso Stop\u0026Start;EUR 15 499,-;85 358 km;Occasion;07/2017;Diesel (Filtre à particules);N/A;0;True;True;True;False;False;False;True;True;True;True;True;True;True;True;True;True
Alfa Romeo Giulietta 2.0 JTDm 175ch Super S/S TCT Gps;EUR 15 499,-;66 128 km;Occasion;10/2016;Diesel (Filtre à particules);5.0;-2;True;True;False;False;False;False;True;False;False;False;False;True;True;False;False;True
Alfa Romeo Giulietta 2.0 JTDm 150ch Imola Stop\u0026Start;EUR 17 900,-;80 948 km;Occasion;08/2017;Diesel (Filtre à particules);4.0;-4;True;True;True;False;False;False;True;True;True;True;True;True;True;True;True;True
Alfa Romeo Giulia 2.2 JTD 150ch Pack Business AT8;EUR 17 990,-;86 673 km;Occasion;02/2017;Diesel (Filtre à particules);4.0;-1;True;False;True;False;False;False;True;True;True;True;False;True;True;True;True;True
Alfa Romeo Spider 2.0 128 serie III Aerodinamica;EUR 18 000,-;99 700 km;Occasion;07/1989;Essence;N/A;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Alfa Romeo GTV;EUR 19 900,-;64 500 km;Occasion;08/1987;Essence;3.0;-1;;;;;;;;;;;;;;;;
Alfa Romeo Giulia 2.2 JTD 150ch Pack Business AT8;EUR 19 999,-;93 100 km;Occasion;06/2017;Diesel (Filtre à particules);N/A;0;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True
Alfa Romeo Giulietta 2.0 JTDM 175 S/S ALFA TCT LUSSO;EUR 20 480,-;45 625 km;Occasion;08/2018;Diesel;5.0;-1;;;;;;;;;;;;;;;;
Alfa Romeo Giulia 2,2 Turbo 150 Super AssistP;EUR 20 688,-;82 000 km;Occasion;07/2016;Diesel (Filtre à particules);4.5;-78;True;False;False;False;False;False;True;True;True;False;False;True;True;True;True;False
Alfa Romeo Giulietta 1.6 JTDm 120ch Super S/S;EUR 20 990,-;50 km;Occasion;10/2020;Diesel (Filtre à particules);N/A;0;True;True;True;False;False;False;True;True;True;True;True;True;False;True;True;True
Alfa Romeo Giulia 2.2 JTD 150ch Business AT8;EUR 21 499,-;58 360 km;Occasion;09/2018;Diesel (Filtre à particules);5.0;-2;True;False;False;False;False;False;True;True;False;False;False;True;True;False;False;True
Alfa Romeo Giulia Giulia 1300 Ti;EUR 22 800,-;104 220 km;Occasion;03/1969;Essence;4.5;-2;;;;;;;;;;;;;;;;
Alfa Romeo 156 3.2 V6 GTA;EUR 22 990,-;88 370 km;Occasion;03/2003;Essence;4.0;-3;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False
Alfa Romeo Giulietta 2.0 JTDm 170ch Veloce S/S TCT MY20 1ere main Cuir;EUR 24 499,-;32 852 km;Occasion;08/2020;Diesel (Filtre à particules);1.0;-1;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
Alfa Romeo Giulia 2,2 JTDM 150 Aut. Super GPS;EUR 25 688,-;74 000 km;Occasion;12/2017;Diesel (Filtre à particules);4.5;-78;True;False;False;False;False;False;True;True;True;False;True;True;True;True;True;False
Alfa Romeo Giulia 2.2 JTD 160ch Super AT8 MY19;EUR 26 499,-;52 401 km;Occasion;06/2019;Diesel (Filtre à particules);4.0;-2;True;False;False;False;False;False;True;True;False;False;False;True;True;False;False;True
Alfa Romeo Stelvio 2.2 Diesel 150ch AT8;EUR 26 700,-;63 218 km;Occasion;12/2017;Diesel;N/A;0;True;True;True;False;False;False;True;True;False;False;False;True;True;False;False;True
Alfa Romeo Giulia 2.2 JTD 160ch Super AT8 MY19 Gps Radar AR;EUR 27 499,-;36 011 km;Occasion;04/2019;Diesel (Filtre à particules);4.5;-3;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True
Alfa Romeo Giulia 2,2 JTDM 180 Super Aut. GPS;EUR 27 988,-;53 941 km;Occasion;04/2017;Diesel (Filtre à particules);4.5;-78;False;False;False;False;False;False;True;True;False;False;False;True;True;True;True;True
Alfa Romeo Giulia 2.2 JTD 210ch Veloce Q4 AT8;EUR 27 999,-;84 529 km;Occasion;06/2018;Diesel;5.0;-1;True;False;False;False;False;False;True;True;True;False;False;True;False;False;False;True
Alfa Romeo Stelvio 2.2 Diesel 180ch Super AT8 Cuir Gps Camera Palette;EUR 27 999,-;60 500 km;Occasion;10/2017;Diesel;4.5;-3;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;False
Alfa Romeo Stelvio 2.2 Diesel 210ch Super Q4 AT8 - Angles mort - Camé;EUR 28 990,-;93 789 km;Occasion;03/2017;Diesel (Filtre à particules);N/A;0;True;True;True;False;False;False;True;True;True;True;False;False;True;True;True;True
Alfa Romeo Stelvio 2.2 Diesel 180ch Super AT8;EUR 28 990,-;36 281 km;Occasion;03/2018;Diesel;4.0;-2;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
Alfa Romeo Stelvio 2.2 Diesel 180ch Super AT8 TOuvrant Pano GPS Camer;EUR 29 499,-;58 900 km;Occasion;08/2018;Diesel;4.5;-4;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;False
Alfa Romeo Stelvio 2.2 Diesel 150ch Super AT8;EUR 29 790,-;25 508 km;Occasion;02/2018;Diesel;3.5;-3;True;True;False;False;False;False;True;True;False;False;True;True;False;False;False;True
Alfa Romeo 147 GTA 3.2L V6 250CH ETAT EXCEPTIONNEL;EUR 29 990,-;24 000 km;Occasion;08/2003;Super E10 95 / Essence 91 / Super Plus E10 98 / Super 95 / Super Plus 98 / Essence E10 91;N/A;0;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True
Alfa Romeo Stelvio 2.2 Diesel 180ch Sport Edition AT8 GPS Camera Sieg;EUR 29 999,-;44 901 km;Occasion;04/2018;Diesel;4.0;-2;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
Alfa Romeo Stelvio 2.0 Turbo 200 AT8 Q4 GPS;EUR 30 988,-;55 057 km;Occasion, Historique entretien;10/2018;Essence (Filtre à particules);4.5;-78;True;False;False;False;False;False;True;True;False;False;False;True;True;True;True;True
Alfa Romeo Stelvio MY19 2.2 160 ch AT8 Super;EUR 31 990,-;17 773 km;Occasion;10/2019;Diesel;4.5;-1;False;False;False;True;False;False;False;False;True;True;False;False;False;False;True;False
Alfa Romeo Stelvio 2.0T 200ch Sport Edition Q4 AT8;EUR 31 990,-;77 100 km;Occasion;12/2017;Essence;N/A;0;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
Alfa Romeo Giulia Alfa Romeo Giulia GT Veloce 2000;EUR 32 900,-;29 200 km;Ancêtre;11/1972;Essence;N/A;0;;;;;;;;;;;;;;;;
Alfa Romeo Stelvio 2.2 Diesel 190ch Executive AT8 MY19;EUR 33 900,-;36 842 km;Occasion;11/2018;Diesel;4.0;-4;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
Alfa Romeo Stelvio 2.2 JTDM 210 Aut. Q4 Super;EUR 33 988,-;75 205 km;Occasion;03/2018;Diesel (Filtre à particules);4.5;-78;True;False;False;False;False;False;True;True;False;False;True;True;True;True;True;False
Alfa Romeo Stelvio 2.2 Diesel 180ch Sport Edition AT8;EUR 33 990,-;35 120 km;Occasion;07/2018;Diesel;5.0;-1;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
Alfa Romeo Giulia 2.2 JTDM 210 Q4 Veloce GPS;EUR 34 488,-;61 700 km;Occasion;06/2019;Diesel (Filtre à particules);4.5;-78;False;False;False;False;False;False;True;True;False;False;True;True;True;True;True;True
Alfa Romeo Stelvio 2.2 Diesel 210ch Sport Edition Q4 AT8;EUR 34 490,-;44 508 km;Occasion;06/2018;Diesel (Filtre à particules);3.5;-4;True;False;True;True;False;False;False;True;True;True;False;True;False;False;True;True
Alfa Romeo Stelvio 2.2 Diesel 210ch Lusso Q4 AT8;EUR 34 990,-;44 561 km;Occasion;06/2018;Diesel;5.0;-1;True;True;False;False;False;False;True;True;True;False;False;True;False;False;False;True
